name,location_label,address,city,website,status,closed_evidence,source,artguide_address,method,extracted_date
JDJ,JDJ Tribeca,"370 Broadway, 2nd Floor","New York, NY",http://jdj.world,open,,artguide,"370 Broadway, 2nd Floor",browserbase,2026-08-07
Jeffrey Deitch,,,New York,https://jeffreydeitch.com/,unclear,,major-added,,browserbase,2026-08-07
Jeffrey Stark,,88 East Broadway #B11 (basement level),New York,http://jeffreystark.nyc,closed,"The page lists contact information as ""2015 – 2023"", indicating the gallery operated during that period and is no longer active.",artguide,"88 East Broadway, #B11 (basement level)",browserbase,2026-08-07
Jenkins Johnson Gallery,"Jenkins Johnson Gallery, New York",207 Ocean Avenue,Brooklyn,http://jenkinsjohnsongallery.com,open,,artguide,207 Ocean Avenue,http:/contact,2026-08-07
Jenkins Johnson Gallery,Jenkins Johnson Gallery + Marian Goodman Gallery,"385 Broadway , Floor 3",New York,http://jenkinsjohnsongallery.com,open,,artguide,207 Ocean Avenue,http:/contact,2026-08-07
Jennifer Baahng Gallery,New York,790 Madison Ave,New York,http://baahng.com,open,,artguide,790 Madison Avenue,browserbase,2026-08-07
Jenny's,New York,"114 Greene Street, 2nd Floor",New York,http://jennys.us,unclear,,artguide,"114 Greene Street, 2nd Floor",browserbase,2026-08-07
Jill Newhouse Gallery,Jill Newhouse Gallery,4 East 81st Street,New York,http://jillnewhouse.com,open,,artguide,4 East 81st Street,http:/contact,2026-08-07
Jim Kempner Fine Art,,"501 W 23rd Street, New York, NY 10011",New York,http://jimkempnerfineart.com,open,,artguide,501 West 23rd Street,http:homepage,2026-08-07
John Molloy Gallery,,49 East 78th Street Suite 2B,New York,http://johnmolloygallery.com,closed,Gallery currently closed.,artguide,49 East 78th Street Suite 2B,http:homepage,2026-08-07
JTT,,,New York,https://www.jttnyc.com/,closed,an art gallery that opened in March 2012 and closed in August 2023,major-added,,browserbase,2026-08-07
Judson Memorial Church,Judson,55 Washington Square South,"Manhattan, NY",http://judson.org,open,,artguide,55 Washington Square South,browserbase,2026-08-07
Judy's Death,New York,Email for address,New York,http://judysdeath.com,open,,artguide,Email for address,http:homepage,2026-08-07
Julia Seabrook Gallery,,660 Franklin Avenue,New York,http://juliaseabrookgallery.com,unclear,,artguide,660 Franklin Avenue,browserbase,2026-08-07
June Kelly Gallery,,"166 Mercer Street, #3C, 3rd Floor",New York,http://junekellygallery.com,unclear,,artguide,"166 Mercer Street, #3C, 3rd Floor",browserbase,2026-08-07
Kahan Gallery,New York,123 East 75th Street,New York,http://kahangallery.net,open,,artguide,"922 Madison Ave, 2nd Fl.",browserbase,2026-08-07
Kai Matsumiya,Kai Matsumiya,"264 Canal Street, 5E",New York,https://kaimatsumiya.com/,open,,major-added,,http:homepage,2026-08-07
KALINER,New York,42 Allen Street,New York,http://kalinergallery.com,unclear,,artguide,42 Allen Street,browserbase,2026-08-07
KAPOW,KAPOW,23 Monroe Street,New York,http://kapowgallery.com,open,,artguide,23 Monroe Street,http:/about,2026-08-07
Kapp Kapp,,,New York,https://www.kappkapp.com/,unclear,,major-added,,browserbase,2026-08-07
Kapp Kapp,New York,"86 Walker Street, 4th Floor",New York,http://kappkapp.com,unclear,,artguide,"86 Walker Street, 4th Floor",browserbase,2026-08-07
Karma,,549 West 26th Street,New York,https://karmakarma.org/,open,,major-added,,browserbase,2026-08-07
Kasmin,,,New York,https://www.kasmingallery.com/,unclear,,major-added,,http:homepage,2026-08-07
Kate Oh Gallery,,50 East 72nd Street,New York,http://kateohgallery.com,open,,artguide,31 E 72nd Street,browserbase,2026-08-07
Kate Werble Gallery,,,New York,https://www.katewerblegallery.com/,unclear,,major-added,,http:homepage,2026-08-07
Kates-Ferri Projects,,561 & 563 Grand Street,New York,http://katesferriprojects.com,unclear,,artguide,561 & 563 Grand Street,browserbase,2026-08-07
Kathryn Markel Fine Arts,,"529 West 20th Street 6W, 179 10th Avenue",New York,http://markelfinearts.com,open,,artguide,179 10th Avenue,http:homepage,2026-08-07
KB NY,,Inquire for address at kb.bkny@gmail.com or @kb.bkny,New York,http://kbny.net,unclear,,artguide,Inquire for address at kb.bkny@gmail.com or @kb.bkny,browserbase,2026-08-07
Kentler International Drawing Space,Kentler International Drawing Space,353 Van Brunt Street,Brooklyn,http://kentlergallery.org,open,,artguide,353 Van Brunt Street,browserbase,2026-08-07
Kerry Schuss,Kerry Schuss Gallery,73 Leonard St,"NEW YORK, NY 10013",https://www.kerryschussgallery.com/pages/index.php,open,,major-added,,browserbase,2026-08-07
Kerry Schuss Gallery,Kerry Schuss Gallery,73 Leonard St,"NEW YORK, NY 10013",http://kerryschussgallery.com,open,,artguide,73 Leonard Street,browserbase,2026-08-07
Kevin Kramer Gallery,,"121 West 27th Street #702, New York, NY 10001",New York,http://kevinkramergallery.com,open,,artguide,"121 West 27th Street, #702",browserbase,2026-08-07
King's Leap,,105 Henry Street (Store 4 & 5),New York,http://kingsleapprojects.net,open,,artguide,"105 Henry Street, Store 4 & 5",http:homepage,2026-08-07
Klompching Gallery,,89 Water Street,New York,http://https://www.klompching.com,unclear,,artguide,89 Water Street,browserbase-failed,2026-08-07
Korean Cultural Center New York (KCCNY),,122 E 32nd St.,New York,http://koreanculture.org,open,,artguide,122 East 32nd Street,browserbase,2026-08-07
Korean Cultural Center New York (KCCNY),,460 Park Avenue 6th Floor,New York,http://koreanculture.org,open,,artguide,122 East 32nd Street,browserbase,2026-08-07
Kravets Wehby Gallery,,"521 West 21st Street, Ground floor",New York,http://kravetswehbygallery.com,open,,artguide,"521 West 21st Street, Ground Floor",http:homepage,2026-08-07
Kristen Lorello,,"23 East 73rd Street, 5th Floor",New York,http://kristenlorello.com,open,,artguide,"23 East 73rd Street, 5th Floor",browserbase,2026-08-07
KUNSTRAUM,,"20 Grand Avenue, #509",New York,http://kunstraumllc.com,unclear,,artguide,"20 Grand Avenue, #509",http:homepage,2026-08-07
Kunstraum LLC,,"20 Grand Avenue, #509",New York,http://kunstraumllc.com,unclear,,artguide,"20 Grand Avenue, #509",http:homepage,2026-08-07
kurimanzutto,,516 w 20th street,new york,http://kurimanzutto.com,open,,artguide,516 West 20th Street,http:homepage,2026-08-07
L. Parker Stephenson Photographs,,764 Madison Avenue,New York,http://lparkerstephenson.nyc,unclear,,artguide,764 Madison Avenue,browserbase,2026-08-07
L'Space Gallery,,524 W 19th St.,New York,http://lspacegallery.com,open,,artguide,524 West 19th Street,browserbase,2026-08-07
Last Days Gallery,Last Days Gallery (former location),"11 East 80th Street, 4th floor","New York, NY",http://lastdaysgallery.com,closed,"Although Last Days closed its doors last February, we've been quietly working on organizing exhibitions and projects that operate nomadically.",artguide,"11 East 80th Street, 4th Fl.",browserbase,2026-08-07
LatchKey Gallery,LatchKey Gallery,173 Henry Street,New York,http://latchkey-gallery.com,open,,artguide,173 Henry Street,browserbase,2026-08-07
Latinx Project,,20 Cooper Square,New York,http://latinxproject.nyu.edu,unclear,,artguide,20 Cooper Square,browserbase,2026-08-07
Laurel Gitlen,,Bedford Stuyvesant (DM for address),New York,http://laurelgitlen.com,unclear,,artguide,Bedford Stuyvesant (DM for address),browserbase,2026-08-07
LAZO,The Loisaida Center,"710 East 9th Street, The Loisaida Center",New York,http://openlazo.com,unclear,,artguide,"710 East 9th Street, The Loisaida Center",browserbase,2026-08-07
Le Petit Versailles Community Garden,,247 East 2nd Street / 346 East Houston Street,New York,http://facebook.com/PetitVersaillesNYC/,unclear,,artguide,247 East 2nd Street / 346 East Houston Street,browserbase,2026-08-07
Lehmann Maupin,New York,501 West 24th Street,New York,https://www.lehmannmaupin.com/,open,,major-added,,http:homepage,2026-08-07
Leila Greiche LLC,,Private address,New York,http://leilagreiche.com,unclear,,artguide,Private address,browserbase,2026-08-07
Lenfest Center for the Arts,Lenfest Center for the Arts,615 West 129th Street,"New York, NY",http://lenfest.arts.columbia.edu,open,,artguide,615 West 129th Street,browserbase,2026-08-07
Leo Koenig Inc.,,"958 Madison Avenue, Floor 3",New York,http://leokoenig.com,open,,artguide,"958 Madison Avenue, Floor 3",http:/about,2026-08-07
Leon Tovar Gallery,,525 E 72nd St,New York,http://leontovargallery.com,open,,artguide,26 East 64th Street,http:homepage,2026-08-07
Leslie Feely,,1044 Madison Avenue,New York,http://lesliefeely.com,unclear,,artguide,1044 Madison Avenue,browserbase,2026-08-07
Leslie Tonkonow Artworks + Projects,Leslie Tonkonow Artworks + Projects,"401 Broadway, Suite 411",New York,http://tonkonow.com,open,,artguide,"401 Broadway, Suite #411",browserbase,2026-08-07
Lever House Art Collection,,390 Park Avenue,New York,http://leverhouseartcollection.com,unclear,,artguide,390 Park Avenue,browserbase,2026-08-07
Lévy Gorvy Dayan,New York,19 East 64th Street,New York,http://levygorvydayan.com,unclear,,artguide,19 East 64th Street,http:/contact,2026-08-07
Library180,,"180 Maiden Lane, Floor 26",New York,http://library180.com,unclear,,artguide,"180 Maiden Lane, Floor 26",browserbase,2026-08-07
Lincoln Glenn,UPPER EAST SIDE,"17 East 67th Street, Suite 1A",New York,http://lincolnglenn.com,open,,artguide,"17 East 67th Street, Suite #1A",http:homepage,2026-08-07
Lincoln Glenn,CHELSEA,542 West 24th Street,New York,http://lincolnglenn.com,open,,artguide,"17 East 67th Street, Suite #1A",http:homepage,2026-08-07
Lisson Gallery,504 West 24th Street,504 West 24th Street,New York,http://lissongallery.com,open,,artguide,504 West 24th Street,browserbase,2026-08-07
Lisson Gallery,508 West 24th Street,508 West 24th Street,New York,http://lissongallery.com,open,,artguide,508 West 24th Street,browserbase,2026-08-07
Liu Shiming Art Foundation,Liu Shiming Art Foundation,"15 E 40th Street, 5FL",New York,http://lsmartfund.org/gallery,open,,artguide,"15 East 40th Street, 5th Fl.",http:homepage,2026-08-07
Living Skin,,9 Monroe St.,New York,http://livingskin.space,unclear,,artguide,9 Monroe St.,browserbase,2026-08-07
Lobster Club,,48 Hester Street,New York,http://lobster-club.com,unclear,,artguide,48 Hester Street,browserbase,2026-08-07
Lohaus Sominsky,New York,62 White Street,New York,http://lohaussominsky.com,unclear,,artguide,62 White Street,http:homepage,2026-08-07
LOMEX,,"86 Walker, 3rd Floor",New York,http://lomex.gallery,open,,artguide,"86 Walker, 3rd Floor | 89 Walker, #2R",browserbase,2026-08-07
LOMEX,,"89 Walker, #2R",New York,http://lomex.gallery,open,,artguide,"86 Walker, 3rd Floor | 89 Walker, #2R",browserbase,2026-08-07
Long Story Short,Long Story Short NYC,"52 Henry Street, 10002",NYC,http://lss.gallery/cities/new-york,open,,artguide,52 Henry Street,http:homepage,2026-08-07
Long-Sharp Gallery Project Space,,"24 West 57th Street, Suite #606",New York,http://longsharpgallery.com,unclear,,artguide,"24 West 57th Street, Suite #606",browserbase,2026-08-07
Longwood Art Gallery,Longwood Art Gallery,2700 East Tremont Avenue,Bronx,http://bronxarts.org/programs/connector/longwood-art-project/longwood-art-gallery,open,,artguide,"450 Grand Concourse, Room C190, Hostos Community College",http:homepage,2026-08-07
Loretta Howard Gallery,,521 West 26th Street,New York,http://lorettahoward.com,unclear,,artguide,521 West 26th Street,http:homepage,2026-08-07
Lorimoto,,16-23 Hancock Street,New York,http://lorimoto.com,unclear,,artguide,16-23 Hancock Street,browserbase,2026-08-07
Louis K. Meisel Gallery,,"141 Prince Street, Ground Floor",New York,http://meiselgallery.com,open,,artguide,"141 Prince Street, Ground Floor",http:homepage,2026-08-07
Lower East Side Printshop,,"306 West 37th Street, 6th Floor",New York,http://printshop.org,open,,artguide,"306 West 37th Street, 6th Floor",http:homepage,2026-08-07
Lubov,Lubov,"5 East Broadway, suite 402",New York,http://lubov.nyc,open,,artguide,"5 East Broadway, #402",browserbase,2026-08-07
Luhring Augustine,Luhring Augustine Tribeca,"17 White Street, New York, NY 10013",New York,http://luhringaugustine.com,open,,artguide,17 White Street,http:homepage,2026-08-07
Luhring Augustine,Luhring Augustine Chelsea,"531 West 24th Street, New York, NY 10011",New York,http://luhringaugustine.com,open,,artguide,17 White Street,http:homepage,2026-08-07
Luxembourg + Co,New York,"595 Madison Avenue, 6th Floor",New York,http://luxembourgco.com,unclear,,artguide,"595 Madison Avenue, 6th Floor",browserbase-failed,2026-08-07
Lydian Stater,,"51-02 21st Street, 4th Floor",New York,http://lydianstater.co,unclear,,artguide,"51-02 21st Street, 4th Floor",browserbase,2026-08-07
M 2 3,,24 Henry Street,New York,http://M23.co,unclear,,artguide,24 Henry Street,browserbase,2026-08-07
M.David & Co. at Art Cake,,214 40th Street,New York,http://mdavidandco.com,unclear,,artguide,214 40th Street,browserbase,2026-08-07
Madison Square Park Conservancy,,11 Madison Avenue,New York,http://madisonsquarepark.org/art,unclear,,artguide,11 Madison Avenue,http:homepage,2026-08-07
Magen H Gallery,Magen H Gallery,54 East 11th Street (Between University and Broadway),New York,http://magenxxcentury.com,open,,artguide,54 East 11th Street,browserbase,2026-08-07
Main Window DUMBO,,1 Main Street,New York,http://mainwindowdumbo.com,unclear,,artguide,1 Main Street,browserbase,2026-08-07
Mama Projects,,"224 West 30th Street, Suite #604",New York,http://mamaprojects.co,unclear,,artguide,"224 West 30th Street, Suite #604",http:homepage,2026-08-07
Management,,"39 E Broadway, 404",New York,http://management.nyc,open,,artguide,"39 East Broadway, #404",http:/info,2026-08-07
Mandarin Express,,"147 West 35th St, #211",New York,http://mandarinexpress.org,unclear,,artguide,"147 West 35th St, #211",http:/about,2026-08-07
MARCH,,62-64 Avenue A,New York,http://marchgallery.org,unclear,,artguide,62-64 Avenue A,browserbase,2026-08-07
Marianne Boesky Gallery,Marianne Boesky Gallery | Chelsea,507 West 24th Street,New York,http://marianneboeskygallery.com,open,,artguide,507 West 24th Street,http:/about,2026-08-07
Marianne Boesky Gallery,Marianne Boesky Gallery | Chelsea,509 West 24th Street,New York,http://marianneboeskygallery.com,open,,artguide,507 West 24th Street,http:/about,2026-08-07
Mariposa,,150 W 28th Street,New York,http://mariposa.gallery,open,,artguide,"150 West 28th Street, Suite 1101",browserbase,2026-08-07
Marisa Newman Projects,,"Street Address New York, NY",New York,http://marisanewman.com,open,,artguide,"38 West 32nd Street, Suite #1602",browserbase,2026-08-07
Marlborough Gallery,New York,545 West 25th Street,New York,https://www.marlboroughgallery.com/,open,,major-added,,browserbase,2026-08-07
Marlborough Graphics,,545 West 25th Street,New York,http://marlboroughgraphics.com,closed,"The Board of Trustees of Marlborough Gallery announced that it is bringing the institution's 78-year history to its culmination, winding down operations at the galleries in New York City, London, Madrid, and Barcelona. As of early June 2024, Marlborough will no longer present exhibitions or represen",artguide,545 West 25th Street,browserbase,2026-08-07
Martos Gallery,,41 Elizabeth St,"New York, NY 10013",http://martosgallery.com,open,,artguide,41 Elizabeth Street,http:/contact,2026-08-07
Massey Klein Gallery,Massey Klein Gallery,124 Forsyth Street,"New York, NY 10002",http://masseyklein.com,open,,artguide,124 Forsyth Street,http:homepage,2026-08-07
Matthew Brown,New York,390 Broadway,New York,http://matthewbrowngallery.com,open,,artguide,390 Broadway,browserbase,2026-08-07
Matthew Marks Gallery,,522 West 22nd Street,New York,http://matthewmarks.com,open,,artguide,522 West 22nd Street,http:homepage,2026-08-07
Matthew Marks Gallery,,523 West 24th Street,New York,http://matthewmarks.com,open,,artguide,522 West 22nd Street,http:homepage,2026-08-07
Matthew Marks Gallery,,526 West 22nd Street,New York,http://matthewmarks.com,open,,artguide,522 West 22nd Street,http:homepage,2026-08-07
Max Levai,Max Levai,"260 5th Avenue #14, New York, NY, 10001",New York,http://maxlevai.com,open,,artguide,529 West 20th Street,browserbase,2026-08-07
Maxwell Graham,,55 Hester Street,New York,http://maxwellgraham.biz,unclear,,artguide,55 Hester Street,http:homepage,2026-08-07
Mendes Wood DM,New York,47 Walker Street,New York,https://mendeswooddm.com/,open,,major-added,,http:homepage,2026-08-07
Meredith Rosen Gallery,,11 East 78th Street,New York,http://meredithrosengallery.com,open,,artguide,327 West 36th Street,browserbase,2026-08-07
Meredith Rosen Gallery,,11 East 80th Street,New York,http://meredithrosengallery.com,open,,artguide,327 West 36th Street,browserbase,2026-08-07
Mery Gates,,1345 Dekalb Avenue,New York,http://merygates.net,unclear,,artguide,1345 Dekalb Avenue,browserbase,2026-08-07
Metro Pictures,,150 Greene Street,New York,https://www.metropictures.com/,closed,"In March of 2021 the gallery announced that it would be closing at the end of the year, concluding with exhibitions by Jim Shaw, Louise Lawler, and Paulina Olowska, the final show which closed on December 11, 2021.",major-added,,http:/info,2026-08-07
Metro Pictures,,169 Mercer Street,New York,https://www.metropictures.com/,closed,"In March of 2021 the gallery announced that it would be closing at the end of the year, concluding with exhibitions by Jim Shaw, Louise Lawler, and Paulina Olowska, the final show which closed on December 11, 2021.",major-added,,http:/info,2026-08-07
mhPROJECTnyc,mh PROJECT nyc,East Village,New York,http://mhprojectnyc.com,open,,artguide,"140-142 2nd Avenue, #306",http:homepage,2026-08-07
Michael Werner,Madison Avenue,"1018 Madison Avenue, 4th Fl.",New York,http://michaelwerner.com,unclear,,artguide,"1018 Madison Avenue, 4th Fl.",browserbase,2026-08-07
Michael Werner Gallery,,,New York,https://www.michaelwerner.com/,unclear,,major-added,,browserbase,2026-08-07
MIGNONI,,"960 Madison Ave, 2nd Floor",New York,http://mignoniart.com,open,,artguide,"960 Madison Avenue, 2nd Floor",browserbase,2026-08-07
Miguel Abreu Gallery,,88 Eldridge Street,New York,http://miguelabreugallery.com,open,,artguide,36 Orchard Street,http:homepage,2026-08-07
Miles McEnery Gallery,,511 West 22nd Street,"New York, NY",https://www.milesmcenery.com/,open,,major-added,,browserbase,2026-08-07
Miles McEnery Gallery,,515 West 22nd Street,"New York, NY",https://www.milesmcenery.com/,open,,major-added,,browserbase,2026-08-07
Miles McEnery Gallery,,520 West 21st Street,"New York, NY",https://www.milesmcenery.com/,open,,major-added,,browserbase,2026-08-07
Miles McEnery Gallery,,525 West 22nd Street,"New York, NY",https://www.milesmcenery.com/,open,,major-added,,browserbase,2026-08-07
mimo,,1347 Myrtle Avenue,New York,http://mimomimomimo.com,unclear,,artguide,1347 Myrtle Avenue,browserbase,2026-08-07
Miriam,,"319 Bedford Ave, Williamsburg","Brooklyn, NY 11211",http://miriamgallery.com,open,,artguide,319 Bedford Avenue,browserbase,2026-08-07
Mishkin Gallery at Baruch College (CUNY),Mishkin Gallery,135 EAST 22nd Street,New York,http://weissman.baruch.cuny.edu/mishkin-gallery,open,,artguide,135 East 22nd Street,http:homepage,2026-08-07
Mister Fahrenheit,,234 West 10th Street,New York,http://misterfahrenheitny.com,unclear,,artguide,234 West 10th Street,browserbase,2026-08-07
Mitchell Algus Gallery,,"132 Delancey St, 2nd fl",New York,http://mitchellalgusgallery.com,open,,artguide,"132 Delancey Street, 2nd Fl.",http:/info,2026-08-07
Mizuma & Kips,,337 East 50th Street 3A,New York,http://mizumakips.com,open,,artguide,"324 Grand Street, Ground Floor",http:homepage,2026-08-07
Mnuchin Gallery,,,New York,https://www.mnuchingallery.com/,unclear,,major-added,,browserbase,2026-08-07
Modern Fine Art,,15 East 76th Street,New York,http://modernfineart.com,unclear,,artguide,15 East 76th Street,http:homepage,2026-08-07
Montague Contemporary,,"526 West 26th Street, 4th Floor",New York,http://montaguecontemporary.com,open,,artguide,"526 West 26th Street, 4th Floor",http:homepage,2026-08-07
Morgan Lehman Gallery,,"526 West 26th Street, Suite 410",New York,http://morganlehmangallery.com,open,,artguide,"526 West 26th Street, 4th Floor, Suite #410",http:/contact,2026-08-07
Morgan Presents,,537 W 27th Street,New York,http://morgan-presents.com,open,,artguide,537 West 27th Street,http:/contact,2026-08-07
Morrison Hotel Gallery,,"116 Prince Street, 2nd Floor",New York,http://morrisonhotelgallery.com,unclear,,artguide,"116 Prince Street, 2nd Floor",http:homepage,2026-08-07
Morton Street Partners,,16 Morton Street,New York,http://mortonstreetpartners.com,open,,artguide,16 Morton Street,browserbase,2026-08-07
Museum 54,,16B Orchard Street,New York,http://museum54.com,unclear,,artguide,16B Orchard Street,browserbase,2026-08-07
my pet ram,,48 Hester Street,New York,http://mypetram.com,open,,artguide,48 Hester Street,browserbase,2026-08-07
N.A.ME,,94 Saratoga Avenue,New York,http://na-me.art,unclear,,artguide,94 Saratoga Avenue,browserbase,2026-08-07
nAd gallery,,184 Noll Street,New York,http://narukiartdojo.com,unclear,,artguide,184 Noll Street,http:homepage,2026-08-07
NADA,LUNCH,"311 East Broadway, 2nd Fl.",New York,http://newartdealers.org/lunch,unclear,,artguide,"311 East Broadway, 2nd Fl.",http:/about,2026-08-07
Nagas,,"47 W 28th St, Floor 2","New York, NY",http://nagas.art,open,,artguide,"47 W 28th Street, 2nd Floor",http:/contact,2026-08-07
Nahmad Contemporary,,,New York,https://www.nahmadcontemporary.com/,unclear,,major-added,,http:homepage,2026-08-07
Nahmad Contemporary,,"(980 Madison Avenue, 3rd Floor (Temporarily Closed)",New York,http://nahmadcontemporary.com,unclear,,artguide,"(980 Madison Avenue, 3rd Floor (Temporarily Closed)",http:homepage,2026-08-07
Nailya Alexander Gallery,,24 W 57th Street,New York,http://nailyaalexandergallery.com,open,,artguide,private gallery,http:/about,2026-08-07
Nailya Alexander Gallery,,41 E 57th Street,New York,http://nailyaalexandergallery.com,open,,artguide,private gallery,http:/about,2026-08-07
Nancy Hoffman Gallery,,520 West 27 Street,New York,http://nancyhoffmangallery.com,open,,artguide,520 West 27th Street,browserbase,2026-08-07
NARS Foundation,,201 46th Street 4th Floor,Brooklyn,http://narsfoundation.org,open,,artguide,"201 46th Street, 4th & 2nd Floor",http:homepage,2026-08-07
New Discretions,,"515 W 20th Street, 3rd Floor",New York,http://newdiscretions.com,unclear,,artguide,"515 W 20th Street, 3rd Floor",browserbase,2026-08-07
New Uncanny,,2335 12th Avenue,New York,http://newuncanny.com,unclear,,artguide,2335 12th Avenue,http:homepage,2026-08-07
New York Academy of Art,,111 Franklin Street,New York,http://nyaa.edu/exhibitions-lectures/upcoming-exhibitions,open,,artguide,111 Franklin Street,http:homepage,2026-08-07
New York Art Culture,Gallery space,17 Essex St.,"New York, NY, 10002",http://currentarts.com,open,,artguide,17 Essex Street,browserbase,2026-08-07
New York Life Gallery,,"167-169 Canal Street, Floor 5",New York,http://newyorklifegallery.com,open,,artguide,"167-169 Canal Street, Floor 5",http:/contact,2026-08-07
New York Live Arts,New York Live Arts,219 W 19th Street,New York,http://newyorklivearts.org,open,,artguide,219 West 19th Street,http:homepage,2026-08-07
New York School of Interior Design Gallery,NYSID Gallery,170 E. 70th Street,New York,http://nysid.edu/exhibitions,open,,artguide,170 East 70th Street,browserbase,2026-08-07
New York School of Interior Design Gallery,NYSID Graduate Center,401 Park Ave South at 28th Street,New York,http://nysid.edu/exhibitions,open,,artguide,170 East 70th Street,browserbase,2026-08-07
"New York Studio School of Drawing, Painting, and Sculpture",,"8 W 8th St, New York, NY 10011",New York,http://nyss.org/exhibitions,open,,artguide,8 West 8th Street,http:homepage,2026-08-07
Newhouse Center for Contemporary Art,Snug Harbor Cultural Center & Botanical Garden,"1000 Richmond Terrace, Building C & 1st Floor of Building G",New York,http://snug-harbor.org/newhousecenter/,unclear,,artguide,"1000 Richmond Terrace, Building C & 1st Floor of Building G",browserbase,2026-08-07
Nicelle Beauchene Gallery,,7 FRANKLIN PLACE,NEW YORK,https://nicellebeauchene.com/,open,,major-added,,http:/locations,2026-08-07
Nicola Vassell Gallery,,138 Tenth Avenue,New York,https://www.nicolavassell.com/,open,,major-added,,http:homepage,2026-08-07
Nicolas Auvray Gallery,,"522 West 23rd Street, New York, NY 10011",New York,http://nicolasauvraygallery.com,open,,artguide,522 West 23rd Street,http:homepage,2026-08-07
Nicole Klagsbrun,,"526 West 26th Street, Room 318",New York,http://nicoleklagsbrun.com,open,,artguide,"526 West 26th Street, Room 318",browserbase,2026-08-07
Nino Mier Gallery,,,New York,https://ninomiergallery.com/,unclear,,major-added,,browserbase,2026-08-07
No Inc.,,"123 Bowery, 5th Fl.",New York,http://no.inc,unclear,,artguide,"123 Bowery, 5th Fl.",browserbase,2026-08-07
Nohra Haime Gallery,Nohra Haime Gallery,500A West 21st Street,New York,http://nohrahaimegallery.com,open,,artguide,500A West 21st Street,browserbase,2026-08-07
NORR COHAN,NORR COHAN,48 WALKER ST,"NEW YORK, NY",http://norrcohan.com,open,,artguide,"48 Walker Street, Ground Floor",http:homepage,2026-08-07
NORR COHAN,NORR COHAN,"52 WALKER ST, 2ND FL","NEW YORK, NY",http://norrcohan.com,open,,artguide,"48 Walker Street, Ground Floor",http:homepage,2026-08-07
Nunu Fine Art,"Nunu Fine Art, New York","381 Broome St, New York, NY 10013, USA",New York,http://nunufineart.com,open,,artguide,381 Broome Street,browserbase,2026-08-07
NYU Casa Italiana Zerilli-Marimò,,24 West 12th Street,New York,http://casaitaliananyu.org,open,,artguide,24 West 12th Street,browserbase,2026-08-07
OCDChinatown,OCDChinatown,75 East Broadway,New York,http://ocdchinatown.com,open,,artguide,75 East Broadway,http:homepage,2026-08-07
Off Paradise,Off Paradise,120 Walker Street,New York,https://offparadise.com/,open,,major-added,,browserbase,2026-08-07
Office Space,,TBD,New York,http://officespacegallery.com,unclear,,artguide,TBD,browserbase,2026-08-07
Okey Dokey Konrad Fischer,,9 White St.,"New York, NY",http://okeydokeykonradfischer.com,open,,artguide,9 White Street,browserbase,2026-08-07
Olfactory Art Keller,Olfactory Art Keller,25A Henry Street,New York,http://olfactoryartkeller.com,unclear,,artguide,25 Henry Street,browserbase,2026-08-07
Olney Gleason,,509 WEST 27TH STREET,"New York, NY 10001",http://olneygleason.com,open,,artguide,297 Tenth Avenue,http:homepage,2026-08-07
On the Fringe,,72 Warren Street,New York,http://onthefringeny.com,unclear,,artguide,72 Warren Street,http:homepage,2026-08-07
One Art Space,Street-level--Gallery 1,23 Warren Street,New York,http://oneartspace.com,open,,artguide,"23 Warren Street, Gallery #1",http:homepage,2026-08-07
Onishi Gallery,ONISHI GALLERY NEW YORK,"16 E 79th Street, Ground Floor",New York,http://onishigallery.com,open,,artguide,"521 West 26th Street, Basement",http:homepage,2026-08-07
Onna House,SoHo,383 W Broadway,New York,http://onnahouse.com,open,,artguide,383 W Broadway,browserbase,2026-08-07
Oolong Gallery,,4 Cortlandt Alley,"New York, NY",http://oolongallery.com,open,,artguide,4 Cortlandt Alley,http:homepage,2026-08-07
Open Source Gallery,,306 17th Street,Brooklyn,http://open-source-gallery.org,open,,artguide,306 17th Street,browserbase,2026-08-07
Open Studio,Lower East Side space,127 Henry Street,New York,http://openstudionyc.com,open,,artguide,127 Henry Street,browserbase,2026-08-07
Opera Gallery,New York,827 Madison Avenue,New York,http://operagallery.com,open,,artguide,791 Madison Avenue,http:/contact,2026-08-07
Ortuzar,,5 White Street,New York,https://www.ortuzar.com/,open,,major-added,,browserbase,2026-08-07
P.A.D.,,SoHo,New York,http://www.instagram.com/project_art_distribution/,unclear,,artguide,SoHo,browserbase,2026-08-07
Pablo's Birthday,,"105 Hudson Street, # 410",New York,http://pablosbirthday.com,open,,artguide,"105 Hudson Street, Apt #410",http:homepage,2026-08-07
Pace,,536 West 22nd Street,New York,http://paceafricanart.com,open,,artguide,536 West 22nd Street,http:homepage,2026-08-07
Pace Prints,Main Gallery,536 West 22nd Street,New York,https://paceprints.com/home,open,,major-added,,http:homepage,2026-08-07
Pace University Art Gallery,Art Gallery at Pace University,One Pace Plaza,New York,http://pace.edu/dyson/life-dyson/art-gallery,open,,artguide,"41 Park Row, 1st Floor (Spruce Street entrance)",http:homepage,2026-08-07
PAGE (NYC),,"218 CENTRE STREET, NEW YORK NY 10013",New York,http://page-nyc.com,open,,artguide,218 Centre Street,browserbase,2026-08-07
Palitz Gallery,Joseph I. Lubin House,11 East 61st Street,New York,http://nyc.syr.edu/about/lubin-house/index.html,open,,artguide,11 East 61st Street,http:homepage,2026-08-07
